,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
439,NC_007795.1,gene,257027,258463,+,protein_coding,SAOUHSC_00236,SAOUHSC_00236,NA,6-phospho-beta-glucosidase
441,NC_007795.1,gene,258896,259657,-,protein_coding,SAOUHSC_00237,SAOUHSC_00237,NA,hypothetical protein
443,NC_007795.1,gene,259676,259810,+,protein_coding,SAOUHSC_00238,SAOUHSC_00238,NA,hypothetical protein
445,NC_007795.1,gene,259908,260822,-,protein_coding,SAOUHSC_00239,SAOUHSC_00239,NA,ribokinase
447,NC_007795.1,gene,260850,261254,-,protein_coding,SAOUHSC_00240,SAOUHSC_00240,NA,D-ribose pyranase
449,NC_007795.1,gene,261269,262150,-,protein_coding,SAOUHSC_00241,SAOUHSC_00241,NA,hypothetical protein
451,NC_007795.1,gene,262382,263380,-,protein_coding,SAOUHSC_00242,SAOUHSC_00242,NA,hypothetical protein
453,NC_007795.1,gene,263531,263710,+,protein_coding,SAOUHSC_00243,SAOUHSC_00243,NA,NADH dehydrogenase subunit
455,NC_007795.1,gene,263760,264152,+,protein_coding,SAOUHSC_00244,SAOUHSC_00244,NA,hypothetical protein
457,NC_007795.1,gene,264825,266201,-,protein_coding,SAOUHSC_00246,SAOUHSC_00246,NA,drug transporter
459,NC_007795.1,gene,266435,267427,+,protein_coding,SAOUHSC_00247,SAOUHSC_00247,NA,hypothetical protein
461,NC_007795.1,gene,267753,268703,+,protein_coding,SAOUHSC_00248,SAOUHSC_00248,NA,peptidoglycan hydrolase
463,NC_007795.1,gene,268755,269414,-,protein_coding,SAOUHSC_00249,SAOUHSC_00249,NA,hypothetical protein
465,NC_007795.1,gene,269428,270348,-,protein_coding,SAOUHSC_00250,SAOUHSC_00250,NA,hypothetical protein
467,NC_007795.1,gene,270345,271511,-,protein_coding,SAOUHSC_00251,SAOUHSC_00251,NA,hypothetical protein
469,NC_007795.1,gene,271579,273102,-,protein_coding,SAOUHSC_00253,SAOUHSC_00253,NA,hypothetical protein
471,NC_007795.1,gene,273373,274026,+,protein_coding,SAOUHSC_00254,SAOUHSC_00254,NA,hypothetical protein
473,NC_007795.1,gene,274060,274647,+,protein_coding,SAOUHSC_00255,SAOUHSC_00255,NA,hypothetical protein
475,NC_007795.1,gene,274790,275683,-,protein_coding,SAOUHSC_00256,SAOUHSC_00256,NA,hypothetical protein
477,NC_007795.1,gene,275931,276224,+,protein_coding,SAOUHSC_00257,SAOUHSC_00257,NA,hypothetical protein
479,NC_007795.1,gene,276308,279337,+,protein_coding,SAOUHSC_00258,SAOUHSC_00258,NA,hypothetical protein
481,NC_007795.1,gene,279337,279795,+,protein_coding,SAOUHSC_00259,SAOUHSC_00259,NA,hypothetical protein
483,NC_007795.1,gene,279728,280009,+,protein_coding,SAOUHSC_00260,SAOUHSC_00260,NA,hypothetical protein
485,NC_007795.1,gene,280022,281356,+,protein_coding,SAOUHSC_00261,SAOUHSC_00261,NA,hypothetical protein
487,NC_007795.1,gene,281378,285817,+,protein_coding,SAOUHSC_00262,SAOUHSC_00262,NA,hypothetical protein
489,NC_007795.1,gene,285847,286239,+,protein_coding,SAOUHSC_00264,SAOUHSC_00264,NA,hypothetical protein
491,NC_007795.1,gene,286255,286569,+,protein_coding,SAOUHSC_00265,SAOUHSC_00265,NA,hypothetical protein
493,NC_007795.1,gene,286569,287243,+,protein_coding,SAOUHSC_00266,SAOUHSC_00266,NA,hypothetical protein
495,NC_007795.1,gene,287243,287560,+,protein_coding,SAOUHSC_00267,SAOUHSC_00267,NA,hypothetical protein
497,NC_007795.1,gene,287570,289414,+,protein_coding,SAOUHSC_00268,SAOUHSC_00268,NA,hypothetical protein
499,NC_007795.1,gene,289425,289916,+,protein_coding,SAOUHSC_00269,SAOUHSC_00269,NA,hypothetical protein
501,NC_007795.1,gene,290124,290807,+,protein_coding,SAOUHSC_00270,SAOUHSC_00270,NA,hypothetical protein
503,NC_007795.1,gene,290954,291565,+,protein_coding,SAOUHSC_00271,SAOUHSC_00271,NA,hypothetical protein
505,NC_007795.1,gene,291701,291919,+,protein_coding,SAOUHSC_00272,SAOUHSC_00272,NA,hypothetical protein
507,NC_007795.1,gene,292051,292551,+,protein_coding,SAOUHSC_00274,SAOUHSC_00274,NA,hypothetical protein
509,NC_007795.1,gene,292562,293062,+,protein_coding,SAOUHSC_00275,SAOUHSC_00275,NA,hypothetical protein
511,NC_007795.1,gene,293073,293573,+,protein_coding,SAOUHSC_00276,SAOUHSC_00276,NA,hypothetical protein
513,NC_007795.1,gene,293584,294084,+,protein_coding,SAOUHSC_00277,SAOUHSC_00277,NA,hypothetical protein
515,NC_007795.1,gene,294095,294583,+,protein_coding,SAOUHSC_00278,SAOUHSC_00278,NA,hypothetical protein
517,NC_007795.1,gene,295206,295580,+,protein_coding,SAOUHSC_00279,SAOUHSC_00279,NA,hypothetical protein
519,NC_007795.1,gene,295733,296131,+,protein_coding,SAOUHSC_00280,SAOUHSC_00280,NA,hypothetical protein
521,NC_007795.1,gene,296347,297171,-,protein_coding,SAOUHSC_00281,SAOUHSC_00281,NA,hypothetical protein
523,NC_007795.1,gene,297408,298685,-,protein_coding,SAOUHSC_00282,SAOUHSC_00282,NA,branched-chain amino acid transport system II carrier protein
525,NC_007795.1,gene,299299,300189,+,protein_coding,SAOUHSC_00284,SAOUHSC_00284,NA,5'-nucleotidase
527,NC_007795.1,gene,300438,301487,+,protein_coding,SAOUHSC_00285,SAOUHSC_00285,NA,hypothetical protein
529,NC_007795.1,gene,301500,302177,+,protein_coding,SAOUHSC_00287,SAOUHSC_00287,NA,ABC transporter ATP-binding protein
531,NC_007795.1,gene,302336,302476,-,protein_coding,SAOUHSC_00289,SAOUHSC_00289,NA,hypothetical protein
533,NC_007795.1,gene,302466,303416,+,protein_coding,SAOUHSC_00290,SAOUHSC_00290,NA,hypothetical protein
535,NC_007795.1,gene,303759,304877,+,protein_coding,SAOUHSC_00291,SAOUHSC_00291,NA,PfkB family carbohydrate kinase
537,NC_007795.1,gene,304852,305775,+,protein_coding,SAOUHSC_00292,SAOUHSC_00292,NA,hypothetical protein
539,NC_007795.1,gene,305786,307006,+,protein_coding,SAOUHSC_00293,SAOUHSC_00293,NA,hypothetical protein
541,NC_007795.1,gene,307111,308643,-,protein_coding,SAOUHSC_00294,SAOUHSC_00294,NA,hypothetical protein
543,NC_007795.1,gene,308683,309564,-,protein_coding,SAOUHSC_00295,SAOUHSC_00295,NA,N-acetylneuraminate lyase
545,NC_007795.1,gene,309722,310582,+,protein_coding,SAOUHSC_00296,SAOUHSC_00296,NA,ROK family protein
547,NC_007795.1,gene,310860,311660,-,protein_coding,SAOUHSC_00297,SAOUHSC_00297,NA,hypothetical protein
549,NC_007795.1,gene,311800,312468,+,protein_coding,SAOUHSC_00298,SAOUHSC_00298,NA,N-acetylmannosamine-6-phosphate 2-epimerase
551,NC_007795.1,gene,312595,313908,-,protein_coding,SAOUHSC_00299,SAOUHSC_00299,NA,hypothetical protein
553,NC_007795.1,gene,314326,316398,+,protein_coding,SAOUHSC_00300,SAOUHSC_00300,NA,lipase
555,NC_007795.1,gene,316640,317467,-,protein_coding,SAOUHSC_00301,SAOUHSC_00301,NA,hypothetical protein
557,NC_007795.1,gene,317540,318739,-,protein_coding,SAOUHSC_00302,SAOUHSC_00302,NA,hypothetical protein
559,NC_007795.1,gene,318835,318927,+,protein_coding,SAOUHSC_00303,SAOUHSC_00303,NA,hypothetical protein
561,NC_007795.1,gene,319041,320042,+,protein_coding,SAOUHSC_00304,SAOUHSC_00304,NA,hypothetical protein
563,NC_007795.1,gene,320076,320408,+,protein_coding,SAOUHSC_00305,SAOUHSC_00305,NA,hypothetical protein
565,NC_007795.1,gene,320409,321209,+,protein_coding,SAOUHSC_00306,SAOUHSC_00306,NA,hypothetical protein
567,NC_007795.1,gene,321199,322143,+,protein_coding,SAOUHSC_00307,SAOUHSC_00307,NA,hypothetical protein
569,NC_007795.1,gene,322121,323143,+,protein_coding,SAOUHSC_00308,SAOUHSC_00308,NA,hypothetical protein
571,NC_007795.1,gene,323458,324483,+,protein_coding,SAOUHSC_00309,SAOUHSC_00309,NA,hypothetical protein
573,NC_007795.1,gene,324576,325922,-,protein_coding,ulaA,SAOUHSC_00310,NA,PTS system ascorbate-specific transporter subunit IIC
575,NC_007795.1,gene,325937,326221,-,protein_coding,SAOUHSC_00311,SAOUHSC_00311,NA,hypothetical protein
577,NC_007795.1,gene,326223,326666,-,protein_coding,SAOUHSC_00312,SAOUHSC_00312,NA,hypothetical protein
579,NC_007795.1,gene,326671,328626,-,protein_coding,SAOUHSC_00313,SAOUHSC_00313,NA,hypothetical protein
581,NC_007795.1,gene,328838,329257,+,protein_coding,SAOUHSC_00314,SAOUHSC_00314,NA,hypothetical protein
583,NC_007795.1,gene,329364,330719,+,protein_coding,SAOUHSC_00315,SAOUHSC_00315,NA,hypothetical protein
585,NC_007795.1,gene,330823,331263,+,protein_coding,SAOUHSC_00316,SAOUHSC_00316,NA,hypothetical protein
587,NC_007795.1,gene,331346,332704,-,protein_coding,SAOUHSC_00317,SAOUHSC_00317,NA,glycerol-3-phosphate transporter
589,NC_007795.1,gene,333012,333938,+,protein_coding,SAOUHSC_00318,SAOUHSC_00318,NA,hypothetical protein
591,NC_007795.1,gene,333952,335013,+,protein_coding,SAOUHSC_00319,SAOUHSC_00319,NA,hypothetical protein
593,NC_007795.1,gene,335027,335593,+,protein_coding,SAOUHSC_00320,SAOUHSC_00320,NA,NADPH-dependent FMN reductase
595,NC_007795.1,gene,335653,336648,-,protein_coding,SAOUHSC_00322,SAOUHSC_00322,NA,hypothetical protein
597,NC_007795.1,gene,336647,337054,+,protein_coding,SAOUHSC_00323,SAOUHSC_00323,NA,hypothetical protein
599,NC_007795.1,gene,337067,337612,+,protein_coding,SAOUHSC_00324,SAOUHSC_00324,NA,50S ribosomal protein L7 serine acetyltransferase
601,NC_007795.1,gene,337880,338734,+,protein_coding,SAOUHSC_00325,SAOUHSC_00325,NA,hypothetical protein
603,NC_007795.1,gene,338731,339960,+,protein_coding,SAOUHSC_00326,SAOUHSC_00326,NA,hypothetical protein
605,NC_007795.1,gene,339971,341653,+,protein_coding,SAOUHSC_00327,SAOUHSC_00327,NA,hypothetical protein
607,NC_007795.1,gene,341746,342402,-,protein_coding,SAOUHSC_00328,SAOUHSC_00328,NA,hypothetical protein
609,NC_007795.1,gene,342464,342688,-,protein_coding,SAOUHSC_00329,SAOUHSC_00329,NA,mttA/Hcf106 family protein-like protein
611,NC_007795.1,gene,342788,343177,-,protein_coding,SAOUHSC_00330,SAOUHSC_00330,NA,hypothetical protein
613,NC_007795.1,gene,343418,343621,+,protein_coding,SAOUHSC_00331,SAOUHSC_00331,NA,hypothetical protein
615,NC_007795.1,gene,343618,344331,+,protein_coding,SAOUHSC_00332,SAOUHSC_00332,NA,hypothetical protein
617,NC_007795.1,gene,344356,345198,+,protein_coding,SAOUHSC_00333,SAOUHSC_00333,NA,ABC transporter ATP-binding protein
619,NC_007795.1,gene,345198,345827,+,protein_coding,SAOUHSC_00334,SAOUHSC_00334,NA,hypothetical protein
621,NC_007795.1,gene,346194,347327,-,protein_coding,SAOUHSC_00335,SAOUHSC_00335,NA,hypothetical protein
623,NC_007795.1,gene,347866,349047,+,protein_coding,SAOUHSC_00336,SAOUHSC_00336,NA,acetyl-CoA acyltransferase
625,NC_007795.1,gene,349130,349882,-,protein_coding,SAOUHSC_00337,SAOUHSC_00337,NA,hypothetical protein
627,NC_007795.1,gene,349925,352153,-,protein_coding,SAOUHSC_00338,SAOUHSC_00338,NA,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
629,NC_007795.1,gene,352150,353991,-,protein_coding,SAOUHSC_00339,SAOUHSC_00339,NA,bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase
631,NC_007795.1,gene,353960,355120,-,protein_coding,SAOUHSC_00340,SAOUHSC_00340,NA,trans-sulfuration enzyme family protein
633,NC_007795.1,gene,355117,356220,-,protein_coding,SAOUHSC_00341,SAOUHSC_00341,NA,hypothetical protein
635,NC_007795.1,gene,356884,357729,+,protein_coding,SAOUHSC_00342,SAOUHSC_00342,NA,ParB family chromosome partioning protein
637,NC_007795.1,gene,357886,358767,+,protein_coding,SAOUHSC_00344,SAOUHSC_00344,NA,hypothetical protein
639,NC_007795.1,gene,358797,359000,+,protein_coding,SAOUHSC_00345,SAOUHSC_00345,NA,hypothetical protein
641,NC_007795.1,gene,359012,360109,+,protein_coding,SAOUHSC_00346,SAOUHSC_00346,NA,GTP-dependent nucleic acid-binding protein EngD
643,NC_007795.1,gene,360195,360386,-,protein_coding,SAOUHSC_00347,SAOUHSC_00347,NA,hypothetical protein
645,NC_007795.1,gene,360630,360926,+,protein_coding,rpsF,SAOUHSC_00348,NA,30S ribosomal protein S6
647,NC_007795.1,gene,360947,361450,+,protein_coding,SAOUHSC_00349,SAOUHSC_00349,NA,bacteriophage L54a single-stranded DNA binding protein
649,NC_007795.1,gene,361502,361744,+,protein_coding,rpsR,SAOUHSC_00350,NA,30S ribosomal protein S18
651,NC_007795.1,gene,362010,362948,-,protein_coding,SAOUHSC_00351,SAOUHSC_00351,NA,hypothetical protein
653,NC_007795.1,gene,362987,363298,-,protein_coding,SAOUHSC_00352,SAOUHSC_00352,NA,integrase-like protein
655,NC_007795.1,gene,363376,363534,-,protein_coding,SAOUHSC_00353,SAOUHSC_00353,NA,hypothetical protein
657,NC_007795.1,gene,363894,364505,+,protein_coding,SAOUHSC_00354,SAOUHSC_00354,NA,hypothetical protein
659,NC_007795.1,gene,364874,365242,+,protein_coding,SAOUHSC_00355,SAOUHSC_00355,NA,hypothetical protein
661,NC_007795.1,gene,365423,365995,+,protein_coding,SAOUHSC_00356,SAOUHSC_00356,NA,hypothetical protein
663,NC_007795.1,gene,366133,366396,-,protein_coding,SAOUHSC_00357,SAOUHSC_00357,NA,hypothetical protein
665,NC_007795.1,gene,366696,366947,+,protein_coding,SAOUHSC_00358,SAOUHSC_00358,NA,hypothetical protein
667,NC_007795.1,gene,366986,367195,-,protein_coding,SAOUHSC_A00354,SAOUHSC_A00354,NA,hypothetical protein
669,NC_007795.1,gene,367373,367954,+,protein_coding,SAOUHSC_00359,SAOUHSC_00359,NA,phosphoglycerate mutase family protein
671,NC_007795.1,gene,368020,368403,-,protein_coding,SAOUHSC_00360,SAOUHSC_00360,NA,hypothetical protein
673,NC_007795.1,gene,368658,369284,-,protein_coding,SAOUHSC_00362,SAOUHSC_00362,NA,hypothetical protein
675,NC_007795.1,gene,369357,369650,-,protein_coding,SAOUHSC_00363,SAOUHSC_00363,NA,hypothetical protein
677,NC_007795.1,gene,369729,371252,-,protein_coding,SAOUHSC_00364,SAOUHSC_00364,NA,alkyl hydroperoxide reductase subunit F
679,NC_007795.1,gene,371268,371837,-,protein_coding,SAOUHSC_00365,SAOUHSC_00365,NA,alkyl hydroperoxide reductase subunit C
681,NC_007795.1,gene,372329,373084,+,protein_coding,SAOUHSC_00366,SAOUHSC_00366,NA,NAD(P)H-flavin oxidoreductase
683,NC_007795.1,gene,373165,374553,-,protein_coding,SAOUHSC_00367,SAOUHSC_00367,NA,hypothetical protein
685,NC_007795.1,gene,374638,374739,+,protein_coding,SAOUHSC_00368,SAOUHSC_00368,NA,hypothetical protein
687,NC_007795.1,gene,375530,376486,-,protein_coding,SAOUHSC_00369,SAOUHSC_00369,NA,hypothetical protein
689,NC_007795.1,gene,376604,377266,-,protein_coding,SAOUHSC_00370,SAOUHSC_00370,NA,hypothetical protein
691,NC_007795.1,gene,377409,377816,-,protein_coding,SAOUHSC_00371,SAOUHSC_00371,NA,hypothetical protein
693,NC_007795.1,gene,378329,378907,+,protein_coding,SAOUHSC_00372,SAOUHSC_00372,NA,xanthine phosphoribosyltransferase
695,NC_007795.1,gene,378907,380175,+,protein_coding,SAOUHSC_00373,SAOUHSC_00373,NA,xanthine permease
697,NC_007795.1,gene,380213,381679,+,protein_coding,SAOUHSC_00374,SAOUHSC_00374,NA,inosine-5'-monophosphate dehydrogenase
699,NC_007795.1,gene,381704,383245,+,protein_coding,guaA,SAOUHSC_00375,NA,GMP synthase
701,NC_007795.1,gene,383358,383894,-,protein_coding,SAOUHSC_00376,SAOUHSC_00376,NA,hypothetical protein
703,NC_007795.1,gene,384287,384991,-,protein_coding,SAOUHSC_00377,SAOUHSC_00377,NA,hypothetical protein
705,NC_007795.1,gene,385390,385662,-,protein_coding,SAOUHSC_00378,SAOUHSC_00378,NA,hypothetical protein
707,NC_007795.1,gene,385923,386075,-,protein_coding,SAOUHSC_00381a,SAOUHSC_00381a,NA,hypothetical protein
709,NC_007795.1,gene,386599,386958,-,protein_coding,SAOUHSC_00381,SAOUHSC_00381,NA,hypothetical protein
711,NC_007795.1,gene,386977,387822,-,protein_coding,SAOUHSC_00382,SAOUHSC_00382,NA,hypothetical protein
713,NC_007795.1,gene,388294,388974,+,protein_coding,SAOUHSC_00383,SAOUHSC_00383,NA,superantigen-like protein
715,NC_007795.1,gene,389260,389955,+,protein_coding,SAOUHSC_00384,SAOUHSC_00384,NA,superantigen-like protein
717,NC_007795.1,gene,390246,391316,+,protein_coding,SAOUHSC_00386,SAOUHSC_00386,NA,superantigen-like protein
719,NC_007795.1,gene,391435,391572,+,protein_coding,SAOUHSC_00387,SAOUHSC_00387,NA,hypothetical protein
721,NC_007795.1,gene,391681,392607,+,protein_coding,SAOUHSC_00389,SAOUHSC_00389,NA,superantigen-like protein
723,NC_007795.1,gene,392971,393675,+,protein_coding,SAOUHSC_00390,SAOUHSC_00390,NA,superantigen-like protein 5
725,NC_007795.1,gene,394121,394816,+,protein_coding,SAOUHSC_00391,SAOUHSC_00391,NA,superantigen-like protein
727,NC_007795.1,gene,395237,395932,+,protein_coding,SAOUHSC_00392,SAOUHSC_00392,NA,superantigen-like protein 7
729,NC_007795.1,gene,396276,396974,+,protein_coding,SAOUHSC_00393,SAOUHSC_00393,NA,superantigen-like protein
731,NC_007795.1,gene,397354,398052,+,protein_coding,SAOUHSC_00394,SAOUHSC_00394,NA,superantigen-like protein
733,NC_007795.1,gene,398418,399101,+,protein_coding,SAOUHSC_00395,SAOUHSC_00395,NA,superantigen-like protein
735,NC_007795.1,gene,399186,399287,-,protein_coding,SAOUHSC_00396,SAOUHSC_00396,NA,hypothetical protein
737,NC_007795.1,gene,399449,400921,+,protein_coding,SAOUHSC_00397,SAOUHSC_00397,NA,type I restriction-modification system subunit M
739,NC_007795.1,gene,400914,402125,+,protein_coding,SAOUHSC_00398,SAOUHSC_00398,NA,restriction modification system specificity subunit
741,NC_007795.1,gene,402508,403185,+,protein_coding,SAOUHSC_00399,SAOUHSC_00399,NA,superantigen-like protein
743,NC_007795.1,gene,403207,404715,+,protein_coding,SAOUHSC_00400,SAOUHSC_00400,NA,hypothetical protein
745,NC_007795.1,gene,404819,405127,-,protein_coding,SAOUHSC_00401,SAOUHSC_00401,NA,hypothetical protein
747,NC_007795.1,gene,405465,406283,+,protein_coding,SAOUHSC_00402,SAOUHSC_00402,NA,hypothetical protein
749,NC_007795.1,gene,406302,407087,+,protein_coding,SAOUHSC_00404,SAOUHSC_00404,NA,hypothetical protein
751,NC_007795.1,gene,407345,408082,+,protein_coding,SAOUHSC_00405,SAOUHSC_00405,NA,hypothetical protein
753,NC_007795.1,gene,408072,409400,+,protein_coding,SAOUHSC_00406,SAOUHSC_00406,NA,hypothetical protein
755,NC_007795.1,gene,409397,409720,+,protein_coding,SAOUHSC_00407,SAOUHSC_00407,NA,hypothetical protein
757,NC_007795.1,gene,409739,410053,+,protein_coding,SAOUHSC_00408,SAOUHSC_00408,NA,hypothetical protein
759,NC_007795.1,gene,410343,410603,-,protein_coding,SAOUHSC_00409,SAOUHSC_00409,NA,hypothetical protein
761,NC_007795.1,gene,410722,411924,+,protein_coding,SAOUHSC_00410,SAOUHSC_00410,NA,hypothetical protein
763,NC_007795.1,gene,412193,412321,+,protein_coding,SAOUHSC_00411,SAOUHSC_00411,NA,hypothetical protein
765,NC_007795.1,gene,413512,414996,+,protein_coding,SAOUHSC_00412,SAOUHSC_00412,NA,NADH dehydrogenase subunit 5
767,NC_007795.1,gene,415009,417714,+,protein_coding,SAOUHSC_00413,SAOUHSC_00413,NA,hypothetical protein
769,NC_007795.1,gene,417876,418238,+,protein_coding,SAOUHSC_00414,SAOUHSC_00414,NA,hypothetical protein
771,NC_007795.1,gene,418467,418883,-,protein_coding,SAOUHSC_00415,SAOUHSC_00415,NA,hypothetical protein
773,NC_007795.1,gene,418921,419595,+,protein_coding,SAOUHSC_00416,SAOUHSC_00416,NA,hypothetical protein
775,NC_007795.1,gene,419632,420366,+,protein_coding,SAOUHSC_00417,SAOUHSC_00417,NA,hypothetical protein
777,NC_007795.1,gene,420544,420657,+,protein_coding,SAOUHSC_00418,SAOUHSC_00418,NA,hypothetical protein
779,NC_007795.1,gene,420822,422159,+,protein_coding,SAOUHSC_00420,SAOUHSC_00420,NA,hypothetical protein
781,NC_007795.1,gene,422376,423290,+,protein_coding,SAOUHSC_00421,SAOUHSC_00421,NA,hypothetical protein
783,NC_007795.1,gene,423274,424416,+,protein_coding,SAOUHSC_00422,SAOUHSC_00422,NA,trans-sulfuration enzyme family protein
785,NC_007795.1,gene,424710,425735,+,protein_coding,SAOUHSC_00423,SAOUHSC_00423,NA,hypothetical protein
787,NC_007795.1,gene,425739,426398,+,protein_coding,SAOUHSC_00424,SAOUHSC_00424,NA,ABC transporter permease
789,NC_007795.1,gene,426435,427277,+,protein_coding,SAOUHSC_00426,SAOUHSC_00426,NA,ABC transporter substrate-binding protein
791,NC_007795.1,gene,427609,428613,+,protein_coding,SAOUHSC_00427,SAOUHSC_00427,NA,autolysin
793,NC_007795.1,gene,428798,429067,-,protein_coding,SAOUHSC_00428,SAOUHSC_00428,NA,hypothetical protein
795,NC_007795.1,gene,429216,429611,+,protein_coding,SAOUHSC_00429,SAOUHSC_00429,NA,MutT/nudix family protein
797,NC_007795.1,gene,429601,430086,+,protein_coding,SAOUHSC_00430,SAOUHSC_00430,NA,hypothetical protein
799,NC_007795.1,gene,430255,431037,-,protein_coding,SAOUHSC_00431,SAOUHSC_00431,NA,hypothetical protein
801,NC_007795.1,gene,431034,432152,-,protein_coding,SAOUHSC_00433,SAOUHSC_00433,NA,hypothetical protein
803,NC_007795.1,gene,432267,433151,-,protein_coding,SAOUHSC_00434,SAOUHSC_00434,NA,LysR family transcriptional regulator
805,NC_007795.1,gene,433332,437831,+,protein_coding,SAOUHSC_00435,SAOUHSC_00435,NA,glutamate synthase large subunit
807,NC_007795.1,gene,437849,439312,+,protein_coding,gltD,SAOUHSC_00436,NA,glutamate synthase subunit beta
809,NC_007795.1,gene,439581,439673,+,tRNA,SAOUHSC_T00048,SAOUHSC_T00048,NA,NA
812,NC_007795.1,gene,440144,441571,+,protein_coding,SAOUHSC_00437,SAOUHSC_00437,NA,hypothetical protein
814,NC_007795.1,gene,441635,443275,+,protein_coding,SAOUHSC_00438,SAOUHSC_00438,NA,alpha amylase family protein
816,NC_007795.1,gene,443300,444028,+,protein_coding,SAOUHSC_00439,SAOUHSC_00439,NA,hypothetical protein
818,NC_007795.1,gene,444428,444529,+,protein_coding,SAOUHSC_00440,SAOUHSC_00440,NA,hypothetical protein
820,NC_007795.1,gene,444667,445191,+,protein_coding,SAOUHSC_00441,SAOUHSC_00441,NA,hypothetical protein
822,NC_007795.1,gene,445284,446957,+,protein_coding,SAOUHSC_00442,SAOUHSC_00442,NA,DNA polymerase III subunits gamma and tau
824,NC_007795.1,gene,447047,447364,+,protein_coding,SAOUHSC_00444,SAOUHSC_00444,NA,hypothetical protein
826,NC_007795.1,gene,447371,447967,+,protein_coding,recR,SAOUHSC_00445,NA,recombination protein RecR
828,NC_007795.1,gene,448172,448270,+,protein_coding,SAOUHSC_00446,SAOUHSC_00446,NA,hypothetical protein
830,NC_007795.1,gene,448819,450374,+,rRNA,SAOUHSC_R0001,SAOUHSC_R0001,NA,NA
833,NC_007795.1,gene,450739,453661,+,rRNA,SAOUHSC_R0006,SAOUHSC_R0006,NA,NA
