,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
453,NC_003317.1,gene,215596,216270,+,protein_coding,BME_RS01030,BME_RS01030,BMEI0209,nicotinate-nucleotide adenylyltransferase
455,NC_003317.1,gene,216433,216804,+,protein_coding,BME_RS01035,BME_RS01035,NA,ribosome silencing factor
457,NC_003317.1,gene,216823,217347,+,protein_coding,BME_RS01040,BME_RS01040,BMEI0211,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
459,NC_003317.1,gene,217465,218364,+,protein_coding,BME_RS01045,BME_RS01045,BMEI0212,hypothetical protein
461,NC_003317.1,gene,218477,219826,+,protein_coding,BME_RS01050,BME_RS01050,BMEI0213,membrane protein
463,NC_003317.1,gene,219816,221144,+,protein_coding,BME_RS01055,BME_RS01055,BMEI0214,S41 family peptidase
465,NC_003317.1,gene,221343,221879,+,protein_coding,BME_RS01060,BME_RS01060,BMEI0215,RNA pyrophosphohydrolase
467,NC_003317.1,gene,221995,222249,+,protein_coding,BME_RS01065,BME_RS01065,BMEI0216,GlsB/YeaQ/YmgE family stress response membrane protein
469,NC_003317.1,gene,222317,222961,+,protein_coding,BME_RS01070,BME_RS01070,BMEI0217,DUF1275 domain-containing protein
471,NC_003317.1,gene,223277,224158,-,protein_coding,BME_RS01075,BME_RS01075,BMEI0218,LysR family transcriptional regulator
473,NC_003317.1,gene,224310,225806,+,protein_coding,BME_RS01080,BME_RS01080,BMEI0219,methylmalonate-semialdehyde dehydrogenase (CoA acylating)
475,NC_003317.1,gene,226080,226367,+,protein_coding,BME_RS01085,BME_RS01085,BMEI0220,hypothetical protein
477,NC_003317.1,gene,226369,227265,+,protein_coding,BME_RS01090,BME_RS01090,BMEI0221,pyridoxal kinase PdxY
479,NC_003317.1,gene,227439,228080,+,protein_coding,BME_RS01095,BME_RS01095,BMEI0222,carbonic anhydrase
481,NC_003317.1,gene,228144,228971,-,protein_coding,BME_RS01100,BME_RS01100,BMEI0223,lytic murein transglycosylase
483,NC_003317.1,gene,228911,229282,-,protein_coding,BME_RS15880,BME_RS15880,BMEI0224,hypothetical protein
485,NC_003317.1,gene,229406,230977,+,protein_coding,BME_RS01105,BME_RS01105,BMEI0225,signal recognition particle protein
487,NC_003317.1,pseudogene,230983,231298,+,pseudogene,BME_RS01110,BME_RS01110,BMEI0226,chorismate mutase
489,NC_003317.1,gene,231365,231769,+,protein_coding,BME_RS01115,BME_RS01115,BMEI0227,30S ribosomal protein S16
491,NC_003317.1,gene,232039,232662,+,protein_coding,BME_RS01120,BME_RS01120,BMEI0228,LemA family protein
493,NC_003317.1,gene,232743,233510,+,protein_coding,BME_RS01125,BME_RS01125,BMEI0229,membrane protein
495,NC_003317.1,gene,233523,234164,+,protein_coding,BME_RS01130,BME_RS01130,BMEI0230,TPM domain-containing protein
497,NC_003317.1,gene,234429,239231,+,protein_coding,BME_RS01135,BME_RS01135,BMEI0231,NAD-glutamate dehydrogenase
499,NC_003317.1,gene,239397,240818,+,protein_coding,BME_RS01140,BME_RS01140,BMEI0232,MFS transporter
501,NC_003317.1,gene,240868,242484,-,protein_coding,BME_RS01145,BME_RS01145,BMEI0233,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
503,NC_003317.1,gene,242591,244333,-,protein_coding,BME_RS01150,BME_RS01150,BMEI0234,heparinase II/III family protein
505,NC_003317.1,gene,244454,245851,-,protein_coding,BME_RS01155,BME_RS01155,BMEI0235,MFS transporter
507,NC_003317.1,gene,245867,246844,-,protein_coding,BME_RS01160,BME_RS01160,BMEI0236,protease HtpX
509,NC_003317.1,gene,246976,247194,+,protein_coding,BME_RS01165,BME_RS01165,BMEI0237,DUF1674 domain-containing protein
511,NC_003317.1,gene,247350,249305,-,protein_coding,BME_RS01170,BME_RS01170,BMEI0238,acetyl-coenzyme A synthetase
513,NC_003317.1,gene,249646,249933,+,protein_coding,BME_RS01175,BME_RS01175,BMEI0239,usg family protein
515,NC_003317.1,gene,250004,250534,+,protein_coding,BME_RS01180,BME_RS01180,BMEI0240,FUSC family protein
517,NC_003317.1,gene,250547,251227,-,protein_coding,BME_RS01185,BME_RS01185,BMEI0241,YggS family pyridoxal phosphate-dependent enzyme
519,NC_003317.1,gene,251350,253983,+,protein_coding,BME_RS01190,BME_RS01190,BMEI0242,leucine--tRNA ligase
521,NC_003317.1,gene,253970,254551,+,protein_coding,BME_RS01195,BME_RS01195,NA,hypothetical protein
523,NC_003317.1,gene,254694,255347,-,protein_coding,BME_RS01200,BME_RS01200,BMEI0244,transaldolase
525,NC_003317.1,pseudogene,255457,257692,+,pseudogene,BME_RS01205,BME_RS01205,NA,primosomal protein N'
527,NC_003317.1,gene,257759,258172,+,protein_coding,BME_RS01210,BME_RS01210,BMEI0247,hypothetical protein
529,NC_003317.1,gene,258454,259014,+,protein_coding,BME_RS01215,BME_RS01215,BMEI0248,ATP synthase subunit delta
531,NC_003317.1,gene,259014,260543,+,protein_coding,BME_RS01220,BME_RS01220,BMEI0249,ATP synthase subunit alpha
533,NC_003317.1,gene,260565,261443,+,protein_coding,BME_RS01225,BME_RS01225,BMEI0250,ATP synthase subunit gamma
535,NC_003317.1,gene,261571,263136,+,protein_coding,BME_RS01230,BME_RS01230,BMEI0251,ATP synthase subunit beta
537,NC_003317.1,gene,263261,263668,+,protein_coding,BME_RS01235,BME_RS01235,BMEI0252,ATP synthase epsilon chain
539,NC_003317.1,gene,264011,264448,+,protein_coding,BME_RS01240,BME_RS01240,BMEI0253,MarR family transcriptional regulator
541,NC_003317.1,gene,264521,265216,-,protein_coding,BME_RS01245,BME_RS01245,BMEI0254,GntR family transcriptional regulator
543,NC_003317.1,gene,265272,265511,-,protein_coding,BME_RS15885,BME_RS15885,BMEI0255,hypothetical protein
545,NC_003317.1,gene,265496,266758,+,protein_coding,BME_RS01250,BME_RS01250,BMEI0256,FAD-binding oxidoreductase
547,NC_003317.1,gene,266764,267765,+,protein_coding,BME_RS01255,BME_RS01255,BMEI0257,hydroxyproline-2-epimerase
549,NC_003317.1,gene,268059,268967,+,protein_coding,BME_RS01260,BME_RS01260,BMEI0258,branched-chain amino acid ABC transporter permease
551,NC_003317.1,gene,268970,270349,+,protein_coding,BME_RS01265,BME_RS01265,BMEI0259,high-affinity branched-chain amino acid ABC transporter permease LivM
553,NC_003317.1,gene,270367,271689,+,protein_coding,BME_RS01270,BME_RS01270,BMEI0260,branched-chain amino acid ABC transporter ATP-binding protein
555,NC_003317.1,gene,271689,272435,+,protein_coding,BME_RS01275,BME_RS01275,BMEI0261,ABC transporter ATP-binding protein
557,NC_003317.1,gene,272445,272789,+,protein_coding,BME_RS01280,BME_RS01280,BMEI0262,hypothetical protein
559,NC_003317.1,gene,272941,274056,+,protein_coding,BME_RS01285,BME_RS01285,BMEI0263,branched chain amino acid ABC transporter substrate-binding protein
561,NC_003317.1,gene,274677,275135,+,protein_coding,BME_RS15890,BME_RS15890,BMEI0264,hypothetical protein
563,NC_003317.1,gene,275136,275792,+,protein_coding,BME_RS15895,BME_RS15895,BMEI0265,amino acid-binding protein
565,NC_003317.1,gene,276058,279534,+,protein_coding,BME_RS01295,BME_RS01295,BMEI0266,pyruvate carboxylase
567,NC_003317.1,gene,279596,280789,+,protein_coding,BME_RS01300,BME_RS01300,BMEI0267,MFS transporter
569,NC_003317.1,gene,280807,281598,-,protein_coding,BME_RS01305,BME_RS01305,BMEI0268,3-hydroxybutyrate dehydrogenase
571,NC_003317.1,gene,281766,283028,+,protein_coding,BME_RS01310,BME_RS01310,BMEI0269,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
573,NC_003317.1,gene,283036,283950,-,protein_coding,BME_RS01315,BME_RS01315,BMEI0270,polyprenyl synthetase family protein
575,NC_003317.1,gene,284116,284871,+,protein_coding,BME_RS01320,BME_RS01320,BMEI0271,monofunctional biosynthetic peptidoglycan transglycosylase
577,NC_003317.1,gene,285032,285211,+,protein_coding,BME_RS01325,BME_RS01325,BMEI0272,50S ribosomal protein L32
579,NC_003317.1,gene,285343,285774,-,protein_coding,BME_RS01330,BME_RS01330,BMEI0273,heme-binding protein
581,NC_003317.1,pseudogene,285950,287136,+,pseudogene,BME_RS01335,BME_RS01335,NA,Note=Catalyzes the synthesis of acetoacetyl coenzyme A from two molecules of acetyl coenzyme A. It can also act as a thiolase%2C catalyzing the reverse reaction and generating two-carbon units from the four-carbon product of fatty acid oxidation%3B frameshifted
583,NC_003317.1,gene,287527,290613,+,protein_coding,BME_RS01340,BME_RS01340,BMEI0275,helicase
585,NC_003317.1,gene,290649,291050,+,protein_coding,BME_RS01345,BME_RS01345,BMEI0277,RNA-binding S4 domain-containing protein
587,NC_003317.1,pseudogene,291047,291281,+,pseudogene,BME_RS15900,BME_RS15900,NA,hypothetical protein
589,NC_003317.1,gene,291414,291752,+,protein_coding,BME_RS01350,BME_RS01350,BMEI0278,ferredoxin family protein
591,NC_003317.1,gene,292270,292845,+,protein_coding,BME_RS01355,BME_RS01355,BMEI0279,CarD family transcriptional regulator
593,NC_003317.1,gene,292817,293026,+,protein_coding,BME_RS15905,BME_RS15905,NA,hypothetical protein
595,NC_003317.1,gene,292946,293149,-,protein_coding,BME_RS15910,BME_RS15910,NA,hypothetical protein
597,NC_003317.1,gene,293190,294125,+,protein_coding,BME_RS01360,BME_RS01360,BMEI0280,RNA polymerase factor sigma-32
599,NC_003317.1,gene,294213,294941,-,protein_coding,BME_RS01365,BME_RS01365,BMEI0281,MOSC domain-containing protein
601,NC_003317.1,gene,294968,296449,-,protein_coding,BME_RS01370,BME_RS01370,BMEI0282,metalloprotease
603,NC_003317.1,gene,296716,297441,-,protein_coding,BME_RS01375,BME_RS01375,BMEI0283,thiamine import ATP-binding protein ThiQ
605,NC_003317.1,gene,297438,299069,-,protein_coding,BME_RS01380,BME_RS01380,BMEI0284,thiamine ABC transporter permease
607,NC_003317.1,gene,299066,300070,-,protein_coding,BME_RS01385,BME_RS01385,BMEI0285,thiamine-binding periplasmic protein
610,NC_003317.1,gene,300377,301033,+,protein_coding,BME_RS01390,BME_RS01390,BMEI0286,thiamine diphosphokinase
612,NC_003317.1,gene,301167,301451,+,protein_coding,BME_RS01395,BME_RS01395,BMEI0287,glycine zipper 2TM domain-containing protein
614,NC_003317.1,gene,301387,301590,+,protein_coding,BME_RS15915,BME_RS15915,NA,hypothetical protein
616,NC_003317.1,gene,301599,303416,+,protein_coding,BME_RS01400,BME_RS01400,BMEI0288,ABC transporter ATP-binding protein
618,NC_003317.1,gene,303508,303768,-,protein_coding,BME_RS01405,BME_RS01405,BMEI0289,DUF2312 domain-containing protein
620,NC_003317.1,gene,303941,304759,-,protein_coding,BME_RS01410,BME_RS01410,BMEI0290,N-formylglutamate amidohydrolase
622,NC_003317.1,gene,305000,305461,+,protein_coding,BME_RS01415,BME_RS01415,BMEI0291,DUF1036 domain-containing protein
624,NC_003317.1,gene,305458,306894,+,protein_coding,BME_RS01420,BME_RS01420,BMEI0292,pyruvate kinase
626,NC_003317.1,gene,307146,307835,-,protein_coding,BME_RS01425,BME_RS01425,BMEI0293,tetratricopeptide repeat protein
628,NC_003317.1,gene,307873,307998,-,protein_coding,BME_RS15920,BME_RS15920,NA,50S ribosomal protein L36
630,NC_003317.1,gene,308234,309322,-,protein_coding,BME_RS01435,BME_RS01435,BMEI0295,5-(carboxyamino)imidazole ribonucleotide synthase
632,NC_003317.1,gene,309339,309827,-,protein_coding,BME_RS01440,BME_RS01440,BMEI0296,5-(carboxyamino)imidazole ribonucleotide mutase
634,NC_003317.1,gene,309925,310128,-,protein_coding,BME_RS01445,BME_RS01445,BMEI0297,DUF465 domain-containing protein
636,NC_003317.1,gene,310242,310463,+,protein_coding,BME_RS15925,BME_RS15925,BMEI0298,hypothetical protein
638,NC_003317.1,gene,310522,310701,+,protein_coding,BME_RS01450,BME_RS01450,BMEI0299,DUF465 domain-containing protein
640,NC_003317.1,gene,310844,312082,-,protein_coding,BME_RS01455,BME_RS01455,BMEI0300,MFS transporter
642,NC_003317.1,gene,312180,312371,-,protein_coding,BME_RS01460,BME_RS01460,BMEI0301,DUF1192 domain-containing protein
644,NC_003317.1,gene,312564,313568,+,protein_coding,BME_RS01465,BME_RS01465,BMEI0302,NAD(P)H quinone oxidoreductase
646,NC_003317.1,gene,313696,314385,+,protein_coding,BME_RS01470,BME_RS01470,BMEI0303,DUF1013 domain-containing protein
648,NC_003317.1,gene,314463,314870,-,protein_coding,BME_RS01475,BME_RS01475,BMEI0304,PaaI family thioesterase
650,NC_003317.1,pseudogene,315273,315975,-,pseudogene,BME_RS01480,BME_RS01480,BMEI0305,DNA-binding transcriptional regulator
652,NC_003317.1,gene,315982,316167,-,protein_coding,BME_RS01485,BME_RS01485,BMEI0306,hypothetical protein
654,NC_003317.1,gene,316313,316621,-,protein_coding,BME_RS15930,BME_RS15930,NA,NAD(P)-dependent oxidoreductase
656,NC_003317.1,gene,316551,318461,-,protein_coding,prpE,BME_RS01490,BMEI0307,propionyl-CoA synthetase
658,NC_003317.1,gene,318681,318899,+,protein_coding,BME_RS01495,BME_RS01495,NA,hypothetical protein
660,NC_003317.1,gene,319190,320380,-,protein_coding,BME_RS01500,BME_RS01500,BMEI0309,phosphoglycerate kinase
662,NC_003317.1,gene,320448,321455,-,protein_coding,BME_RS01505,BME_RS01505,BMEI0310,type I glyceraldehyde-3-phosphate dehydrogenase
664,NC_003317.1,gene,321596,323587,-,protein_coding,BME_RS01510,BME_RS01510,BMEI0311,transketolase
666,NC_003317.1,gene,324004,324276,+,protein_coding,BME_RS01515,BME_RS01515,NA,DUF4164 domain-containing protein
668,NC_003317.1,gene,324286,324651,+,protein_coding,BME_RS01520,BME_RS01520,BMEI0313,cell division protein ZapA
670,NC_003317.1,gene,324738,324896,+,ncRNA,ssrS,BME_RS15935,NA,NA
673,NC_003317.1,gene,325039,325635,+,protein_coding,BME_RS01525,BME_RS01525,BMEI0315,5-formyltetrahydrofolate cyclo-ligase
675,NC_003317.1,gene,325744,326568,+,protein_coding,BME_RS01530,BME_RS01530,BMEI0316,TIGR00282 family metallophosphoesterase
677,NC_003317.1,gene,326779,327522,+,protein_coding,BME_RS01535,BME_RS01535,BMEI0317,TerC family protein
679,NC_003317.1,gene,327535,327963,-,protein_coding,BME_RS01540,BME_RS01540,BMEI0318,DUF1284 domain-containing protein
681,NC_003317.1,gene,327974,328549,-,protein_coding,BME_RS01545,BME_RS01545,BMEI0319,biotin transporter BioY
683,NC_003317.1,gene,328711,329403,-,protein_coding,BME_RS01550,BME_RS01550,BMEI0320,GntR family transcriptional regulator
685,NC_003317.1,gene,329624,330370,+,protein_coding,BME_RS01555,BME_RS01555,BMEI0321,YebC/PmpR family DNA-binding transcriptional regulator
687,NC_003317.1,gene,330598,330819,-,protein_coding,BME_RS01560,BME_RS01560,BMEI0322,50S ribosomal protein L31
689,NC_003317.1,gene,330889,332934,+,protein_coding,BME_RS01565,BME_RS01565,BMEI0323,ABC transporter
691,NC_003317.1,gene,332968,333999,-,protein_coding,BME_RS01570,BME_RS01570,BMEI0324,hypothetical protein
693,NC_003317.1,gene,334006,335055,-,protein_coding,BME_RS01575,BME_RS01575,BMEI0325,flagellar motor protein MotA
695,NC_003317.1,gene,335310,336101,-,protein_coding,BME_RS01580,BME_RS01580,BMEI0326,inositol monophosphatase
697,NC_003317.1,gene,336287,336847,-,protein_coding,BME_RS01585,BME_RS01585,BMEI0327,elongation factor P
699,NC_003317.1,gene,337112,338164,-,protein_coding,BME_RS01590,BME_RS01590,BMEI0328,sel1 repeat family protein
701,NC_003317.1,gene,338201,338866,-,protein_coding,BME_RS01595,BME_RS01595,BMEI0329,thiamine phosphate synthase
703,NC_003317.1,gene,339090,340292,+,protein_coding,BME_RS01600,BME_RS01600,BMEI0330,membrane protein
705,NC_003317.1,gene,340780,341286,+,protein_coding,BME_RS01605,BME_RS01605,BMEI0331,DUF1465 domain-containing protein
707,NC_003317.1,gene,341388,341909,+,protein_coding,BME_RS01610,BME_RS01610,BMEI0332,crossover junction endodeoxyribonuclease RuvC
709,NC_003317.1,gene,341914,342531,+,protein_coding,BME_RS01615,BME_RS01615,BMEI0333,Holliday junction branch migration protein RuvA
711,NC_003317.1,gene,342572,343612,+,protein_coding,BME_RS01620,BME_RS01620,BMEI0334,Holliday junction branch migration DNA helicase RuvB
713,NC_003317.1,gene,343609,344058,+,protein_coding,BME_RS01625,BME_RS01625,BMEI0335,4-hydroxybenzoyl-CoA thioesterase
715,NC_003317.1,gene,344433,345143,+,protein_coding,BME_RS01630,BME_RS01630,BMEI0336,protein TolQ
717,NC_003317.1,gene,345190,345642,+,protein_coding,BME_RS01635,BME_RS01635,BMEI0337,protein TolR
719,NC_003317.1,gene,345650,346720,+,protein_coding,BME_RS01640,BME_RS01640,NA,hypothetical protein
721,NC_003317.1,gene,346776,348107,+,protein_coding,BME_RS01645,BME_RS01645,BMEI0339,protein TolB
723,NC_003317.1,gene,348167,348346,+,protein_coding,BME_RS15940,BME_RS15940,NA,hypothetical protein
725,NC_003317.1,gene,348395,348901,+,protein_coding,BME_RS01650,BME_RS01650,BMEI0340,hypothetical protein
727,NC_003317.1,gene,349298,350764,+,protein_coding,BME_RS01660,BME_RS01660,NA,tol-pal system protein YbgF
729,NC_003317.1,gene,350780,352126,+,protein_coding,BME_RS01665,BME_RS01665,BMEI0342,tRNA(Ile)-lysidine synthetase
731,NC_003317.1,gene,352262,354196,+,protein_coding,BME_RS01670,BME_RS01670,BMEI0343,ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
733,NC_003317.1,gene,354477,355856,+,protein_coding,BME_RS01675,BME_RS01675,BMEI0344,phosphoglucosamine mutase
735,NC_003317.1,gene,356041,356865,+,protein_coding,BME_RS01680,BME_RS01680,BMEI0345,porin family protein
737,NC_003317.1,gene,357046,358002,+,protein_coding,BME_RS01685,BME_RS01685,BMEI0346,bile acid:sodium symporter family protein
739,NC_003317.1,gene,358153,359328,+,protein_coding,BME_RS01690,BME_RS01690,BMEI0347,phosphoserine transaminase
741,NC_003317.1,gene,359483,361084,+,protein_coding,BME_RS01695,BME_RS01695,BMEI0349,phosphoglycerate dehydrogenase
743,NC_003317.1,gene,361089,361598,+,protein_coding,BME_RS01700,BME_RS01700,BMEI0350,N-acetyltransferase
745,NC_003317.1,gene,361916,363205,+,protein_coding,BME_RS01705,BME_RS01705,BMEI0351,adenylosuccinate synthetase
747,NC_003317.1,gene,363518,364915,+,protein_coding,BME_RS01710,BME_RS01710,NA,hypothetical protein
749,NC_003317.1,gene,365125,366477,-,protein_coding,BME_RS01715,BME_RS01715,BMEI0353,MFS transporter
751,NC_003317.1,gene,366735,367655,+,protein_coding,BME_RS01725,BME_RS01725,BMEI0354,membrane protein
753,NC_003317.1,gene,367682,368422,-,protein_coding,BME_RS01730,BME_RS01730,BMEI0355,class II glutamine amidotransferase
755,NC_003317.1,gene,368586,368801,-,protein_coding,BME_RS01735,BME_RS01735,BMEI0356,hypothetical protein
757,NC_003317.1,gene,368947,369417,+,protein_coding,BME_RS01740,BME_RS01740,BMEI0357,Lrp/AsnC family transcriptional regulator
759,NC_003317.1,gene,369641,370114,+,protein_coding,BME_RS01745,BME_RS01745,BMEI0358,deoxyuridine 5'-triphosphate nucleotidohydrolase
761,NC_003317.1,gene,370349,371575,+,protein_coding,BME_RS01750,BME_RS01750,BMEI0359,efflux RND transporter periplasmic adaptor subunit
763,NC_003317.1,gene,371575,372720,+,protein_coding,BME_RS01755,BME_RS01755,BMEI0360,ABC transporter ATP-binding protein
765,NC_003317.1,gene,372729,373529,+,protein_coding,BME_RS01760,BME_RS01760,BMEI0361,ABC transporter ATP-binding protein
767,NC_003317.1,gene,373548,374318,+,protein_coding,BME_RS01765,BME_RS01765,BMEI0362,hypothetical protein
769,NC_003317.1,gene,374361,375212,-,protein_coding,BME_RS01770,BME_RS01770,NA,energy transducer TonB
771,NC_003317.1,gene,375179,375703,-,protein_coding,BME_RS01775,BME_RS01775,BMEI0364,TonB system transport protein ExbD
773,NC_003317.1,gene,375709,376668,-,protein_coding,BME_RS01780,BME_RS01780,BMEI0365,tonB-system energizer ExbB
775,NC_003317.1,gene,376749,376952,-,protein_coding,BME_RS15945,BME_RS15945,NA,hypothetical protein
777,NC_003317.1,pseudogene,377414,378255,+,pseudogene,BME_RS15950,BME_RS15950,NA,photosystem reaction center subunit H
779,NC_003317.1,gene,378420,378773,+,protein_coding,BME_RS01800,BME_RS01800,BMEI0368,DUF883 domain-containing protein
781,NC_003317.1,gene,378782,379213,+,protein_coding,BME_RS01805,BME_RS01805,BMEI0369,hypothetical protein
783,NC_003317.1,gene,379274,380716,-,protein_coding,BME_RS01810,BME_RS01810,NA,sensor histidine kinase
785,NC_003317.1,gene,380774,380965,-,protein_coding,BME_RS15955,BME_RS15955,NA,hypothetical protein
787,NC_003317.1,gene,380916,381488,-,protein_coding,BME_RS01815,BME_RS01815,BMEI0371,RNA polymerase sigma factor
789,NC_003317.1,gene,381460,381687,-,protein_coding,BME_RS01820,BME_RS01820,NA,hypothetical protein
791,NC_003317.1,gene,381933,382727,+,protein_coding,BME_RS01825,BME_RS01825,BMEI0372,response regulator
793,NC_003317.1,gene,382877,383041,+,protein_coding,BME_RS01830,BME_RS01830,BMEI0373,DUF1328 domain-containing protein
795,NC_003317.1,gene,383095,383229,+,protein_coding,BME_RS15960,BME_RS15960,NA,hypothetical protein
797,NC_003317.1,gene,383237,384244,+,protein_coding,BME_RS01835,BME_RS01835,BMEI0374,sensor histidine kinase
799,NC_003317.1,gene,384480,384905,-,protein_coding,BME_RS01840,BME_RS01840,BMEI0375,transcriptional repressor
801,NC_003317.1,gene,385017,385091,-,tRNA,BME_RS01845,BME_RS01845,BMEIt08,NA
804,NC_003317.1,gene,385284,385760,-,protein_coding,BME_RS01850,BME_RS01850,BMEI0376,hypothetical protein
